antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'face mist'}),frozenset({'chrome liquid shadow'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'chrome liquid shadow'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'chrome liquid shadow'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'chrome liquid shadow'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cleansing duo'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'eye cream'}),frozenset({'cleansing duo'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'face mask'}),frozenset({'cleansing duo'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cleansing duo'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'cleansing duo'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'cleansing duo'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'lip mask'}),frozenset({'cleansing duo'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'necklace'}),frozenset({'face mask'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'lip mask'}),frozenset({'face mist'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'face mask'}),frozenset({'liquid blush'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'face mask'}),frozenset({'lip scrub'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'liquid blush'}),frozenset({'lip scrub'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'necklace'}),frozenset({'lip mask'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'lip mask'}),frozenset({'cloud whip blurring liquid lipstick'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cloud whip blurring liquid lipstick'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'cloud whip blurring liquid lipstick'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cloud whip blurring liquid lipstick'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'sweatshirts'}),frozenset({'eyewear'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'lip scrub'}),frozenset({'lip mask'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'lip mask'}),frozenset({'lip scrub'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'liquid blush'}),frozenset({'lip mask'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'lip mask'}),frozenset({'liquid blush'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'lip mask'}),frozenset({'necklace'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'cheek palette'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'face mask'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'liquid blush'}),frozenset({'cheek palette'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cheek palette'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'cheek palette'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cheek palette'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'cheek palette'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cheek palette'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'cheek palette'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cheek palette'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'eye cream'}),frozenset({'cheek palette'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cheek palette'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'cloud whip blurring liquid lipstick'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'cloud whip blurring liquid lipstick'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cloud whip blurring liquid lipstick'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'jumpsuits'}),frozenset({'swim bottoms'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'lip mask'}),frozenset({'face mask'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'face mask'}),frozenset({'lip mask'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'chrome crème gel liner'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'chrome crème gel liner'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'chrome crème gel liner'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'chrome crème gel liner'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'eye cream'}),frozenset({'chrome crème gel liner'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'chrome crème gel liner'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'face mask'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'face mask'}),frozenset({'face mist'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'swim bottoms'}),frozenset({'eyewear'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'eyewear'}),frozenset({'swim bottoms'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'cleansing duo'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'cleansing duo'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'necklace'}),frozenset({'cheek palette'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cheek palette'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'necklace'}),frozenset({'cleansing duo'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cloud whip blurring liquid lipstick'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'eye cream'}),frozenset({'cloud whip blurring liquid lipstick'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'cloud whip blurring liquid lipstick'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'cloud whip blurring liquid lipstick'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'lip scrub'}),frozenset({'chrome crème gel liner'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'eye cream'}),frozenset({'brow boss gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'candy lip oil'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'liquid blush'}),frozenset({'blotted lip'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blotted lip'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip mask'}),frozenset({'blotted lip'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'necklace'}),frozenset({'byob'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'face mist'}),frozenset({'blotted lip'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blotted lip'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'blotted lip'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blotted lip'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'eye cream'}),frozenset({'blotted lip'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blotted lip'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'necklace'}),frozenset({'bff mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bff mascara'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'bff mascara'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'liquid blush'}),frozenset({'bff mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bff mascara'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'bff mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'lip mask'}),frozenset({'bff mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bff mascara'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'bff mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bff mascara'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'bff mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bff mascara'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'eye cream'}),frozenset({'bff mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bff mascara'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'blotted lip'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blotted lip'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'bff liquid liner'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'blotted lip'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip mask'}),frozenset({'blush stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blush stix'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'blush stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blush stix'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'blush stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blush stix'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'eye cream'}),frozenset({'blush stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blush stix'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'necklace'}),frozenset({'blush + ugl set'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blush + ugl set'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'blush + ugl set'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'liquid blush'}),frozenset({'blush + ugl set'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'lip scrub'}),frozenset({'blush + ugl set'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blush + ugl set'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip mask'}),frozenset({'blush + ugl set'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blush + ugl set'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'blush + ugl set'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blush + ugl set'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'blush + ugl set'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blush + ugl set'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'eye cream'}),frozenset({'blush + ugl set'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blush + ugl set'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'necklace'}),frozenset({'blotted lip'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'necklace'}),frozenset({'bff liquid liner'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bff liquid liner'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'blush stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bags'}),frozenset({'swim bottoms'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'bags'}),frozenset({'sweatshirts'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'sweaters'}),frozenset({'bags'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'bags'}),frozenset({'sweaters'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'jumpsuits'}),frozenset({'bags'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'bags'}),frozenset({'jumpsuits'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'bags'}),frozenset({'eyewear'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'eyewear'}),frozenset({'bags'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'dresses'}),frozenset({'bags'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'bags'}),frozenset({'dresses'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'necklace'}),frozenset({'act natural mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'act natural mascara'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'act natural mascara'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'liquid blush'}),frozenset({'act natural mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'act natural mascara'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'act natural mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'act natural mascara'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip mask'}),frozenset({'act natural mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'face mist'}),frozenset({'act natural mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'act natural mascara'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'act natural mascara'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'act natural mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'eye cream'}),frozenset({'act natural mascara'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'act natural mascara'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'sweatshirts'}),frozenset({'bags'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'swim bottoms'}),frozenset({'bags'}),0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
frozenset({'liquid blush'}),frozenset({'bff liquid liner'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'belle lip mask & ugl'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'bff liquid liner'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'bff liquid liner'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'lip mask'}),frozenset({'bff liquid liner'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bff liquid liner'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'bff liquid liner'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bff liquid liner'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'bff liquid liner'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bff liquid liner'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'eye cream'}),frozenset({'bff liquid liner'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bff liquid liner'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'necklace'}),frozenset({'belle lip mask & ugl'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'belle lip mask & ugl'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'belle lip mask & ugl'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'liquid blush'}),frozenset({'belle lip mask & ugl'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'belle lip mask & ugl'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'belle lip mask & ugl'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'lip mask'}),frozenset({'belle lip mask & ugl'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'belle lip mask & ugl'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'belle lip mask & ugl'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'belle lip mask & ugl'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'belle lip mask & ugl'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'belle lip mask & ugl'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'eye cream'}),frozenset({'belle lip mask & ugl'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
